train,test
0.5701360607122278,0.4825792610645294
0.3273139799863225,0.35275861620903015
0.27682207930038166,0.3026387393474579
0.25270554454506194,0.2817175090312958
0.23558587446871163,0.26634320616722107
0.22533565348162313,0.2504519522190094
0.2180451577427996,0.24745392799377441
0.21177533468441984,0.23578456044197083
0.20675178289912235,0.23193855583667755
0.19938528512811063,0.23207280039787292
0.1980686559337951,0.22294144332408905
0.19327047719740967,0.21530668437480927
0.18926507739591797,0.22033867239952087
0.18655099810167336,0.206864595413208
0.18496597567612158,0.20705433189868927
0.17979269627497285,0.2163034975528717
0.17987089516852192,0.25876450538635254
0.1901245188887648,0.21636788547039032
0.17954709399569482,0.19490186870098114
0.17354970836863856,0.18692027032375336
0.18052378278147727,0.18355847895145416
0.17541071423426832,0.18404683470726013
0.17217884059979827,0.18576422333717346
0.17175758012792555,0.1848762333393097
0.1706918130422237,0.18082062900066376
0.16904844446536388,0.1812363862991333
0.1718477977120228,0.1760694682598114
0.16748042610399894,0.1771370768547058
0.1682791765701322,0.20438779890537262
0.17352890955853162,0.1742379516363144
0.16859087266931974,0.179236501455307
0.16955157144922592,0.1705145537853241
0.1669520314580227,0.16944348812103271
0.16445986147206199,0.17292824387550354
0.1613709622658945,0.17355595529079437
0.16126796874416424,0.18075676262378693
0.16291392488584358,0.17055220901966095
0.15928966156109606,0.17613500356674194
0.16049369044259004,0.17019978165626526
0.15941073530388677,0.1792452186346054
0.15828526250737482,0.17223908007144928
0.16035808569841306,0.1642318218946457
0.15827994918349397,0.18462762236595154
0.1598669486003441,0.16749164462089539
0.15648541147489428,0.16572654247283936
0.1533104907955086,0.16435234248638153
0.1586495994835718,0.16938376426696777
0.1628301896809534,0.16530992090702057
0.15572403617608496,0.16244232654571533
0.15145242186146302,0.15862639248371124
0.15498563631683213,0.1697419136762619
0.15365088528419638,0.1671164482831955
0.15921393314290744,0.15704792737960815
0.15776518258464886,0.1610402911901474
0.1559155133852899,0.16088096797466278
0.1585062002163053,0.16693814098834991
0.1580826626724279,0.16211198270320892
0.1545722855558954,0.15882831811904907
0.157662626994953,0.15581144392490387
0.15368732208362684,0.1596769392490387
0.1548229371778137,0.15647415816783905
0.15355911900807623,0.15688323974609375
0.15229851175801026,0.17096930742263794
0.15498281507187808,0.1622176170349121
0.15165204564148413,0.1681121289730072
0.15572830760329337,0.1570778638124466
0.15073855442606754,0.15365925431251526
0.1481971883187733,0.15479613840579987
0.15025965856957135,0.1579565852880478
0.15229060263937985,0.156077042222023
0.15208221744418643,0.15399420261383057
0.15282666854653898,0.15460634231567383
0.1504008896243622,0.14997340738773346
0.15093714026851135,0.1495346575975418
0.147687541983367,0.15408660471439362
0.1556896779015972,0.15634538233280182
0.15062771896562815,0.15208128094673157
0.1484095423042026,0.1522575467824936
0.1505258445585123,0.16821712255477905
0.15049349186186012,0.15345674753189087
0.15281362176939034,0.15450091660022736
0.154153825317716,0.1523248702287674
0.14961578057899635,0.15699683129787445
0.15167439728975296,0.15177494287490845
0.15060808836915004,0.16073672473430634
0.14831971109038117,0.15165022015571594
0.15674066771149137,0.15591536462306976
0.14925872584391836,0.15455129742622375
0.14495700918855028,0.14673008024692535
0.14774582687780946,0.1564619243144989
0.15170598316890924,0.1493918001651764
0.15223823104318715,0.14819461107254028
0.15601953477540276,0.15389998257160187
0.14945857180087635,0.151869535446167
0.1461035408173146,0.1491694301366806
0.1440175957821902,0.14827728271484375
0.14503949596916782,0.15464404225349426
0.14631749502535146,0.14275462925434113
0.15036775817058076,0.14866599440574646
0.1454371679652186,0.14883697032928467
