,STRIP_NO_6,STAND_NO_6,CORR_FORCE_STAND_6,DETAL_FORCE_CAL_6,DETAL_FORCE_POST_6,KM_6,TEMP_DELTA_6,TEMP_CORR_6,GAP_DELTA_6,CORR_ZEROPOINT_USE_6,MILLSTRETCH_ROLL_6,DELTA_MILL_6,ENTRY_TENSION_6,STAND_NO_7,FORCE_ACT_7,CORR_FORCE_STAND_7,CORR_FORCE_DELTA_7,DETAL_FORCE_CAL_7,DETAL_FORCE_POST_7,DELTA_SPEED_7,DELTA_REDU_7,STRIP_WIDTH_7,ROLL_DIAM_7,KM_7,CHEM_COEFF_7,FM_TEMP_7,TEMP_DELTA_7,TEMP_CORR_7,RM_TEMP_DELTA_7,FET_ACT_TEMP_7,DESC_SUM_7,GAP_DELTA_7,CORR_ZEROPOINT_USE_7,DELTA_ZEROPOINT_7,MILLSTRETCH_ROLL_7,DELTA_MILL_7,ENTRY_THICK_7,ROLLWEAR_7,ENTRY_TENSION_7,BEND_FORCE_7,DELTA_THICK_7,WATER_FLOW,DELTA_WATER,BEAT,INDEX_ROLL,DELTA_CLASS,LSAT_DELTA_TEMP
43,220005200900,6.0,1.0,0.5596205035222056,0.5337674571693339,192.3841552734375,5.92132568359375,-4.56634521484375,0.0729355812072754,0.0,1.5690581798553467,-0.0239777565002441,15.600000381469727,7.0,3688.94091796875,1.0,0.0473933219909668,0.5859959912380637,0.5675287635882748,0.0173320770263672,-0.06275543943047523,1301.0589599609375,688.6719970703125,182.61129760742188,17.47489356994629,903.4417114257812,21.30474853515625,11.39715576171875,40.0,1055.0,0.0,0.0939559936523438,0.0,0.0939776673913002,1.12016761302948,-0.0124064683914184,5.16437292098999,0.04739377647638321,17.5,1704.9166259765625,0.0755290985107422,319.46073749661446,-162.2365433871746,0.2,1.0,0.0,27.26531982421875
44,220005001400,6.0,1.0,0.4933486522748169,0.48669908937970013,207.20962524414062,-91.3480224609375,-92.13165283203125,0.1802754402160645,0.0,1.3193457126617432,-0.0054230690002441,21.600000381469727,7.0,3933.898193359375,1.0,0.00180959701538086,0.201821457835283,0.3179156255719285,0.084672927856445,-0.05244939029216766,1049.9989013671875,688.6719970703125,195.44464111328125,17.506040573120117,807.626220703125,-70.99267578125,-71.64874267578125,44.0,1052.0,0.0,0.0078151226043701,0.0,0.04591749608516693,1.0313758850097656,0.08619070053100583,3.214920997619629,0.04324406012892723,26.25,949.46826171875,0.0827593803405762,105.81341925263405,18.55665960907936,0.45,1.0,6.0,11.39715576171875
45,220005001300,6.0,1.0,0.534012049155494,0.5262121547403374,207.07496643066406,-107.410400390625,-108.8133544921875,0.201967477798462,0.0,1.3190547227859497,-0.0061949491500855,21.600000381469727,7.0,3906.994140625,1.0,0.0,0.21124088361167198,0.324278599926714,0.090436935424805,-0.053555287420749664,1049.999755859375,688.6719970703125,195.4455108642578,17.506040573120117,790.9931030273438,-86.91680908203125,-88.41790771484375,36.0,1051.0,0.0,0.0055873394012451,0.0,0.047145742923021317,1.0293844938278198,0.0833523869514465,3.214531898498535,0.04087028279900551,26.25,940.2618408203125,0.0936379432678223,92.40538790822029,15.806167632341385,0.7333333333333333,1.0,0.0,-71.64874267578125
46,220005001100,6.0,1.0,0.5167645670126637,0.5085226342494239,206.4669647216797,-37.90277099609375,-40.50836181640625,0.204014778137207,0.0,1.3216160535812378,-0.0066347122192383,21.600000381469727,7.0,3919.8720703125,1.0,0.0,0.20946404650382952,0.33281875280428325,0.09184455871582,-0.054623391479253776,1050.0028076171875,688.6719970703125,194.55419921875,17.506040573120117,860.1427612304688,-17.62896728515625,-20.15948486328125,37.0,1049.0,0.0,0.0111467838287354,0.0,0.048354364931583405,1.0388755798339844,0.09120750427246097,3.215083360671997,0.03647518530488014,26.25,932.064208984375,0.1100118160247803,84.42855001986027,12.87296225130558,0.13333333333333333,1.0,0.0,-88.41790771484375
47,220005000900,6.0,1.0,0.5261612186331824,0.5235716376635121,206.779052734375,-144.4664306640625,-146.78887939453125,0.2121500968933105,0.0,1.3268334865570068,-0.0020720958709717,21.600000381469727,7.0,4041.67529296875,1.0,0.0,0.17417649680435202,0.28089276388061835,0.088926315307617,-0.054998517036437995,1049.99853515625,688.6719970703125,195.21682739257812,17.506040573120117,753.2631225585938,-124.03656005859375,-126.62945556640625,36.0,1048.0,0.0,0.0088346004486084,0.0,0.048277538269758224,1.0299491882324219,0.08139079809188846,3.215172290802002,0.031903330236673355,26.25,946.8896484375,0.1084094047546387,83.62982685863972,11.891911819577217,0.21666666666666667,1.0,0.0,-20.15948486328125
48,220005000700,6.0,1.0,0.442680749709705,0.4290385049764712,206.89971923828125,-123.1719970703125,-125.6026611328125,0.1945774555206299,0.0,1.3181438446044922,-0.0115609169006348,21.600000381469727,7.0,4074.65869140625,1.0,0.0,0.16555618814411338,0.27681454818936735,0.09376049041748,-0.051886033266782754,1050.9989013671875,688.6719970703125,194.93301391601562,17.506040573120117,774.645263671875,-102.91455078125,-105.312255859375,30.0,1043.0,0.0,0.0123577117919922,0.0,0.04997504875063896,1.0346691608428955,0.08551561832427979,3.2152011394500732,0.027351584285497665,26.25,963.2329711914062,0.1181130409240723,75.1568001061678,9.99265368282795,0.75,1.0,0.0,-126.62945556640625
49,220005000400,6.0,1.0,0.39564683215484797,0.33799100701557316,195.29116821289062,-85.47015380859375,-102.90313720703125,0.1636567115783691,0.0,1.2600291967391968,-0.0499199628829956,14.40000057220459,7.0,4016.44287109375,1.0,0.0,0.20828722262914592,0.26856859771386543,0.0865316390991211,-0.04174596816301346,1095.371826171875,688.6719970703125,181.7488555908203,17.217517852783203,812.9367065429688,-67.6873779296875,-84.29620361328125,36.0,1051.0,0.0,0.0085396766662598,0.0,0.06636133790016174,1.0104235410690308,0.04549884796142582,4.016303062438965,0.02265826053917408,20.0,948.9944458007812,0.1242830753326416,157.63629959523678,30.69767044484616,0.23333333333333334,1.0,4.0,-105.312255859375
